platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,,"XOOL Precision Screwdriver, 62 Pieces Precision Screwdriver Kit for Electronic Repair, Magnetic Screwdrivers for Computer, PC, Laptop, iPhone, Tablet, Portable",,Tools,EGP 399.00,,,4.6,,,,,https://m.media-amazon.com/images/I/81Wyfm2xSjL._AC_UL320_.jpg,https://www.amazon.eg/dp/B086SQZGLJ,2026-03-28T03:37:47.983806
amazon,,Total tools 12 pieces 1/4in socket set -tht14114126,,Tools,EGP 339.00,,,4.4,,,,,https://m.media-amazon.com/images/I/71R2vN16HsL._AC_UL320_.jpg,https://www.amazon.eg/dp/B09SGDXJ1Y,2026-03-28T03:37:47.984481
amazon,,"SOLUDE Tool Set,82-Piece Home Repair Tool Kit for Men Women College Students,Household Basic Hand Tool Sets with Case for Home Maintenance & DIY Projects",,Tools,EGP 999.00,,,4.2,,,,,https://m.media-amazon.com/images/I/71lfjlTScpL._AC_UL320_.jpg,https://www.amazon.eg/dp/B07LGRSTVD,2026-03-28T03:37:47.985012
amazon,,"12-Piece Home Tool Set, Combination Hardware Tools with Case, Includes Hex Keys, Utility Cutter, Pliers, Screwdrivers",,Tools,EGP 285.00,,,3.5,,,,,https://m.media-amazon.com/images/I/61QZ6l6t8UL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FGQX3TY8,2026-03-28T03:37:47.985573
amazon,,TOTAL EasyOut Tools TACSE0056 5 Piece Multi Size Set,,Tools,EGP 160.00,EGP 219.00,,4.0,List:,,,,https://m.media-amazon.com/images/I/61g0x7cYc9L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BTC26CRV,2026-03-28T03:37:47.986249
amazon,,TOTAL Spring clamp size 110 mm TOTAL by INECO,,Tools,EGP 46.00,,,4.4,,,,,https://m.media-amazon.com/images/I/718BBxHth1L._AC_UL320_.jpg,https://www.amazon.eg/dp/B08HPB4NX8,2026-03-28T03:37:47.986762
amazon,,Automobile Box Wrench Sleeve Suit Auto Car Repair Hardware 40 in 1 Pcs Tool Kit and Screwdriver and Socket Set,,Tools,EGP 209.98,,,2.8,,,,,https://m.media-amazon.com/images/I/61s+QD8+D1L._AC_UL320_.jpg,https://www.amazon.eg/dp/B07NW95B76,2026-03-28T03:37:47.987360
amazon,,32-in-1 Professional Hardware Screw Driver Tool Kit lym H8841,,Tools,EGP 143.00,,,3.5,,,,,https://m.media-amazon.com/images/I/71G-YMJoVML._AC_UL320_.jpg,https://www.amazon.eg/dp/B08YNV63YB,2026-03-28T03:37:47.987906
amazon,,"NESTIFY40 in 1 Screw Driver Set, Wrench Tool Kit, Screwdriver and Socket Set Automobile Motorcycle Tool Box Set Socket Wrench Sleeve Suit Hardware Auto Car Repair Tools Home Tool kit Set",,Tools,EGP 285.00,,,,,,,,https://m.media-amazon.com/images/I/71mYoZWzQhL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DS13JYM4,2026-03-28T03:37:47.988408
amazon,,"Screwdriver Set, Magnetic Driver Kit, Professional Repair Tool Kit, 58 in 1 with 54 Bits Precision Screwdriver Kit, Flexible Shaft, for 8, 8 Plus/Smartphone/Game Console/Tablet/PC",,Tools,EGP 325.00,,,4.4,,,,,https://m.media-amazon.com/images/I/61ENUqGyEjL._AC_UL320_.jpg,https://www.amazon.eg/dp/B091KPTT4Z,2026-03-28T03:37:47.988916
amazon,,"Grommet Eyelet Plier Set, Eyelet Hole Punch Pliers Kit with 100 Metal Eyelets, Grommet Tool Kit for Leather Clothes Belt (100 Pieces)",,Tools,EGP 119.90,,,2.9,,,,,https://m.media-amazon.com/images/I/61yu9A-L82L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C59Q48DH,2026-03-28T03:37:47.989494
amazon,,Mobile Repair Tool Set - مجموعة أدوات إصلاح معدنية محمولة PO-06 - طقم فتح وفك دقيق - ادوات تصليح الموبايل (D - 11)، متعدد الألوان,,Tools,EGP 324.99,,,5.0,,,,,https://m.media-amazon.com/images/I/61SLD+1-C6L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FKZGCCBB,2026-03-28T03:37:47.990216
amazon,,3pc Mini G-clamp Set Cast Iron Frame Swivel Shoe T-bar Handle DIY Clamps for Woodwork G Clamps C Clamp Joiner Woodworking Clamps Professional,,Tools,EGP 179.00,,,4.0,,,,,https://m.media-amazon.com/images/I/71-yFxATRXL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BZ914SPN,2026-03-28T03:37:47.991221
amazon,,Bosch Professional Bosch accessories set and hand tools - 108 pieces,,Tools,"EGP 1,999.00",,,4.1,,,,,https://m.media-amazon.com/images/I/A11TQn9kxLL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0194XAMPQ,2026-03-28T03:37:47.991758
amazon,,"WETOLS Corner Clamp for Woodworking, 90 Degree Right Angle Clamp, Wood Clamps, 4Pcs Adjustable Spring Loaded Woodworking Clamp, Gifts for Dad, Birthday Gifts for Men, Photo Framing, Orange",,Tools,EGP 322.00,,,4.3,,,,,https://m.media-amazon.com/images/I/71NYeTbPEKL._AC_UL320_.jpg,https://www.amazon.eg/dp/B095P753JN,2026-03-28T03:37:47.992320
amazon,,TOTAL TOOLS 6 Pcs screwdriver set - THT250606,,Tools,EGP 204.77,EGP 328.00,,4.2,List:,,,,https://m.media-amazon.com/images/I/61KLen+-vLL._AC_UL320_.jpg,https://www.amazon.eg/dp/B098TXT7Z2,2026-03-28T03:37:47.992961
amazon,,"Drawer Slide Installation Jig, Orange Cabinet Hardware Mounting Tool with Adjustable Clamps and Measuring Guide",,Tools,EGP 999.00,,,,,,,,https://m.media-amazon.com/images/I/61k9q7fWj3L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GQDKZM7T,2026-03-28T03:37:47.993451
