platform,product_id,title,brand,category,current_price,original_price,discount,rating,reviews_count,availability,seller,express_delivery,platform_badge,sponsored,main_image,all_images,description,weight,dimensions,model_number,country_of_origin,warranty,tech_specs,variations,ships_from,delivery_date,product_url,scraped_at
noon,ZF0053E96B3BE4A6E61A8Z,Men Set Of 3 Half Terry L-Shape Sport Socks White-Black-Grey,SAM SOCKS,Men's Fashion,,165 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZF0053E96B3BE4A6E61A8Z/45/_/1706122293/f8968721-477b-4a5f-b3d1-58eb92122c29.jpg,https://f.nooncdn.com/p/pzsku/ZF0053E96B3BE4A6E61A8Z/45/_/1706122293/f8968721-477b-4a5f-b3d1-58eb92122c29.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-half-terry-l-shape-sport-socks-white-black-grey/p/?o=ZF0053E96B3BE4A6E61A8Z,2026-03-28T02:54:26.503341
noon,N48355957V,Men Set Of 6 Ankle Socks Plain Multicolour,SAM SOCKS,Men's Fashion,,229 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N48355957V/45/_/1750244296/cd5be1b0-b783-43bd-bf5c-2f3038e180a9.jpg,https://f.nooncdn.com/p/pnsku/N48355957V/45/_/1750244296/cd5be1b0-b783-43bd-bf5c-2f3038e180a9.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-6-ankle-socks-plain-multicolour/p/?o=N48355957V,2026-03-28T02:54:26.503346
noon,Z9C0FB8297F8C873481BFZ,Men Set of 3 Classic Socks Plain Black-Navy Blue-D.Grey,SAM SOCKS,Men's Fashion,,155 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z9C0FB8297F8C873481BFZ/45/1767808189/9f0ef303-dbb7-4159-b020-8b58c7f35ece.jpg,https://f.nooncdn.com/p/pzsku/Z9C0FB8297F8C873481BFZ/45/1767808189/9f0ef303-dbb7-4159-b020-8b58c7f35ece.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-classic-socks-plain-black-navy-blue-d-grey/p/?o=Z9C0FB8297F8C873481BFZ,2026-03-28T02:54:26.503352
noon,Z2F50AA86A89C9DAC1EC5Z,Q4 A luxury casual shoe for everyday wear,Testa Toro,Men's Fashion,,624 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z2F50AA86A89C9DAC1EC5Z/45/1756220659/25b0b8b9-62c6-4f88-8237-31171d234743.jpg,https://f.nooncdn.com/p/pzsku/Z2F50AA86A89C9DAC1EC5Z/45/1756220659/25b0b8b9-62c6-4f88-8237-31171d234743.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/q4-a-luxury-casual-shoe-for-everyday-wear/p/?o=Z2F50AA86A89C9DAC1EC5Z,2026-03-28T02:54:26.503357
noon,Z3D5E4FA3D1EA1F8C5ECFZ,Q1 A luxury casual shoe with a fresh design concept,Testa Toro,Men's Fashion,,624 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z3D5E4FA3D1EA1F8C5ECFZ/45/1756219001/18bbdd70-8106-4380-8a89-90b0f54299aa.jpg,https://f.nooncdn.com/p/pzsku/Z3D5E4FA3D1EA1F8C5ECFZ/45/1756219001/18bbdd70-8106-4380-8a89-90b0f54299aa.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/q1-a-luxury-casual-shoe-with-a-fresh-design-concept/p/?o=Z3D5E4FA3D1EA1F8C5ECFZ,2026-03-28T02:54:26.503362
noon,N48355960V,Men Set Of 3 Half Towel Sport Socks White,SAM SOCKS,Men's Fashion,,195 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N48355960V/45/_/1764173740/9f94b9fe-8101-4595-b720-817901cc3961.jpg,https://f.nooncdn.com/p/pnsku/N48355960V/45/_/1764173740/9f94b9fe-8101-4595-b720-817901cc3961.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-half-towel-sport-socks-white/p/?o=N48355960V,2026-03-28T02:54:26.503367
noon,Z67BED3DDB887775EF969Z,Pump Self Patterened Long Sleeves Jacket-Beige,Andora,Men's Fashion,699 EGP,1350 EGP,48%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z67BED3DDB887775EF969Z/45/1763044751/32fdb0a0-c2af-4377-aced-e4b9cf8c69f7.jpg,https://f.nooncdn.com/p/pzsku/Z67BED3DDB887775EF969Z/45/1763044751/32fdb0a0-c2af-4377-aced-e4b9cf8c69f7.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/pump-self-patterened-long-sleeves-jacket-beige/p/?o=Z67BED3DDB887775EF969Z,2026-03-28T02:54:26.503374
noon,N43699531A,Men's Mason Round Shape Stainless Steel Analog Wrist Watch 45 mm - Silver - 1791788,TOMMY HILFIGER,Men's Fashion,2487.7 EGP,3480 EGP,29%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N43699531A/45/_/1767608198/6c12a5f5-1d38-4368-bbb4-170fe6ac6d48.jpg,https://f.nooncdn.com/p/pnsku/N43699531A/45/_/1767608198/6c12a5f5-1d38-4368-bbb4-170fe6ac6d48.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-s-mason-round-shape-stainless-steel-analog-wrist-watch-45-mm-silver-1791788/p/?o=N43699531A,2026-03-28T02:54:26.503401
noon,Z8EC4417FBA90E5D0A4D5Z,"Menâs Black Cotton T-Shirt â Soft Breathable Fabric, Short Sleeve Casual Basic Tee",Future,Men's Fashion,,295 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z8EC4417FBA90E5D0A4D5Z/45/_/1733838289/a33e6a5c-55a6-44af-a5f1-0eec523073d7.jpg,https://f.nooncdn.com/p/pzsku/Z8EC4417FBA90E5D0A4D5Z/45/_/1733838289/a33e6a5c-55a6-44af-a5f1-0eec523073d7.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-s-black-cotton-t-shirt-soft-breathable-fabric-short-sleeve-casual-basic-tee/p/?o=Z8EC4417FBA90E5D0A4D5Z,2026-03-28T02:54:26.503407
noon,ZB9922F151FB3135A1E62Z,Analog Leather Watch AS9M39X,Alba,Men's Fashion,1102 EGP,2666 EGP,59%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZB9922F151FB3135A1E62Z/45/_/1702894498/b5ab551e-2c48-47be-a45e-42dc9f05384c.jpg,https://f.nooncdn.com/p/pzsku/ZB9922F151FB3135A1E62Z/45/_/1702894498/b5ab551e-2c48-47be-a45e-42dc9f05384c.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/analog-leather-watch-as9m39x/p/?o=ZB9922F151FB3135A1E62Z,2026-03-28T02:54:26.503413
noon,ZC9887A92379E6979EC9EZ,Men Set Of 3 Ankle Plain Socks (Blk-L.Gry-Wht),SAM SOCKS,Men's Fashion,,115 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZC9887A92379E6979EC9EZ/45/1767808351/e5611e73-17ba-4870-8bdf-61cf43dea2c1.jpg,https://f.nooncdn.com/p/pzsku/ZC9887A92379E6979EC9EZ/45/1767808351/e5611e73-17ba-4870-8bdf-61cf43dea2c1.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-ankle-plain-socks-blk-l-gry-wht/p/?o=ZC9887A92379E6979EC9EZ,2026-03-28T02:54:26.503418
noon,Z31829EBE8F7B559E8F31Z,Slash Pockets Long Sleeves Plain Tracksuit - Black,Pavone,Men's Fashion,,690 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z31829EBE8F7B559E8F31Z/45/_/1713709170/d95c37da-4630-4c93-918a-6f8a397ca748.jpg,https://f.nooncdn.com/p/pzsku/Z31829EBE8F7B559E8F31Z/45/_/1713709170/d95c37da-4630-4c93-918a-6f8a397ca748.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/slash-pockets-long-sleeves-plain-tracksuit-black/p/?o=Z31829EBE8F7B559E8F31Z,2026-03-28T02:54:26.503423
noon,Z1BE4F8DD697F917B4735Z,Bundle OF (5) - Men Boxer Solid,COTTONIL,Men's Fashion,439 EGP,1289 EGP,66%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z1BE4F8DD697F917B4735Z/45/_/1683094942/1eb1dd44-3534-4b06-a154-f75617b7db34.jpg,https://f.nooncdn.com/p/pzsku/Z1BE4F8DD697F917B4735Z/45/_/1683094942/1eb1dd44-3534-4b06-a154-f75617b7db34.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/bundle-of-5-men-boxer-solid/p/?o=Z1BE4F8DD697F917B4735Z,2026-03-28T02:54:26.503429
noon,Z4E7DD27747E698535DB0Z,Men Textile Sports Sneakers,VINITTO,Men's Fashion,,450 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z4E7DD27747E698535DB0Z/45/1759062417/b8948cc8-d814-4f7e-b8ee-0b2565e315bc.jpg,https://f.nooncdn.com/p/pzsku/Z4E7DD27747E698535DB0Z/45/1759062417/b8948cc8-d814-4f7e-b8ee-0b2565e315bc.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-textile-sports-sneakers/p/?o=Z4E7DD27747E698535DB0Z,2026-03-28T02:54:26.503435
noon,N45053189A,Men's Distinct Stainless Steel Chronograph Watch 1513857,HUGO BOSS,Men's Fashion,3766 EGP,3840 EGP,2%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N45053189A/45/_/1767607874/c9fe0a5c-d913-4822-b485-372e7e9a787e.jpg,https://f.nooncdn.com/p/pnsku/N45053189A/45/_/1767607874/c9fe0a5c-d913-4822-b485-372e7e9a787e.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-s-distinct-stainless-steel-chronograph-watch-1513857/p/?o=N45053189A,2026-03-28T02:54:26.503441
noon,Z5518C69D81D3C2258424Z,"unisex retro square large frame plastic sunglasses , classic style for outdoor, travel, beach - Black",Shein,Men's Fashion,299 EGP,500 EGP,40%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z5518C69D81D3C2258424Z/45/1755092722/786b572a-172a-4c02-8a6e-e55771e5f425.jpg,https://f.nooncdn.com/p/pzsku/Z5518C69D81D3C2258424Z/45/1755092722/786b572a-172a-4c02-8a6e-e55771e5f425.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/unisex-retro-square-large-frame-plastic-sunglasses-classic-style-for-outdoor-travel-beach-black/p/?o=Z5518C69D81D3C2258424Z,2026-03-28T02:54:26.503450
noon,Z2C83D243F7CEE8F95175Z,Classic Coat With Slanted Pockets Wool Coat,WHITE RABBIT,Men's Fashion,2160 EGP,2400 EGP,10%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z2C83D243F7CEE8F95175Z/45/1764609671/70bbb203-9963-4104-9eab-f860097d2393.jpg,https://f.nooncdn.com/p/pzsku/Z2C83D243F7CEE8F95175Z/45/1764609671/70bbb203-9963-4104-9eab-f860097d2393.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/classic-coat-with-slanted-pockets-wool-coat/p/?o=Z2C83D243F7CEE8F95175Z,2026-03-28T02:54:26.503456
noon,Z8AFA635E6A55603CA493Z,BTC 20g Silver Ingot Paradise for Mothers,,Men's Fashion,3555 EGP,3775 EGP,6%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z8AFA635E6A55603CA493Z/45/_/1774459415/0b5826eb-b2e8-4506-b69d-f980589afbef.jpg,https://f.nooncdn.com/p/pzsku/Z8AFA635E6A55603CA493Z/45/_/1774459415/0b5826eb-b2e8-4506-b69d-f980589afbef.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/btc-20g-silver-ingot-paradise-for-mothers/p/?o=Z8AFA635E6A55603CA493Z,2026-03-28T02:54:26.503462
noon,N48355967V,Men Set Of 3 Half Towel Sport Socks Multicolour,SAM SOCKS,Men's Fashion,,195 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N48355967V/45/_/1766380622/cc6971e0-7b55-4fa1-88c7-dc4d3fee8c82.jpg,https://f.nooncdn.com/p/pnsku/N48355967V/45/_/1766380622/cc6971e0-7b55-4fa1-88c7-dc4d3fee8c82.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-half-towel-sport-socks-multicolour/p/?o=N48355967V,2026-03-28T02:54:26.503467
noon,ZBA1B7F674A95FE1D2098Z,Men Set of 3 Half Terry Sport Socks Plain White,SAM SOCKS,Men's Fashion,,195 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZBA1B7F674A95FE1D2098Z/45/1767807786/3b47c4fc-6b25-4493-ad98-4f14d357a324.jpg,https://f.nooncdn.com/p/pzsku/ZBA1B7F674A95FE1D2098Z/45/1767807786/3b47c4fc-6b25-4493-ad98-4f14d357a324.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-3-half-terry-sport-socks-plain-white/p/?o=ZBA1B7F674A95FE1D2098Z,2026-03-28T02:54:26.503472
noon,N51619382A,Men's Metal Analog Watch Mf0188G,MINI FOCUS,Men's Fashion,1220.15 EGP,2160 EGP,44%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/v1635411889/N51619382A_1.jpg,https://f.nooncdn.com/p/v1635411889/N51619382A_1.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-s-metal-analog-watch-mf0188g/p/?o=N51619382A,2026-03-28T02:54:26.503480
noon,Z92E16699868298F63709Z,Q1 A luxury casual shoe with a fresh design concept,Testa Toro,Men's Fashion,,624 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z92E16699868298F63709Z/45/1756218780/1a0b3bfd-d239-4f4f-96ee-50a9c06f34ca.jpg,https://f.nooncdn.com/p/pzsku/Z92E16699868298F63709Z/45/1756218780/1a0b3bfd-d239-4f4f-96ee-50a9c06f34ca.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/q1-a-luxury-casual-shoe-with-a-fresh-design-concept/p/?o=Z92E16699868298F63709Z,2026-03-28T02:54:26.503487
noon,Z823E6429062A942E8BB6Z,T3 Graphic Hoodie,Levi's,Men's Fashion,1414 EGP,5399 EGP,74%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z823E6429062A942E8BB6Z/45/1767809371/f265baa7-8d16-4078-872c-06d43ecfb604.jpg,https://f.nooncdn.com/p/pzsku/Z823E6429062A942E8BB6Z/45/1767809371/f265baa7-8d16-4078-872c-06d43ecfb604.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/t3-graphic-hoodie/p/?o=Z823E6429062A942E8BB6Z,2026-03-28T02:54:26.503493
noon,ZB4290B1C79CC8051821FZ,Men's white cotton half-sleeve undershirt,Caesar,Men's Fashion,136 EGP,299 EGP,55%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZB4290B1C79CC8051821FZ/45/1753872055/f2e318ca-153c-41d7-9e0d-96455a764109.jpg,https://f.nooncdn.com/p/pzsku/ZB4290B1C79CC8051821FZ/45/1753872055/f2e318ca-153c-41d7-9e0d-96455a764109.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-s-white-cotton-half-sleeve-undershirt/p/?o=ZB4290B1C79CC8051821FZ,2026-03-28T02:54:26.503499
noon,ZA1ECF0D64DD758A3E5C7Z,Showday Islamic Jewelry Gifts for Women Allah Bracelets Ayatul Kursi Arabic Cuff Bracelet for Women,,Men's Fashion,174 EGP,349 EGP,50%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZA1ECF0D64DD758A3E5C7Z/45/1764270439/f3a071d3-57bf-4061-b9e1-23eb4ea0a7e5.jpg,https://f.nooncdn.com/p/pzsku/ZA1ECF0D64DD758A3E5C7Z/45/1764270439/f3a071d3-57bf-4061-b9e1-23eb4ea0a7e5.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/showday-islamic-jewelry-gifts-for-women-allah-bracelets-ayatul-kursi-arabic-cuff-bracelet-for-women/p/?o=ZA1ECF0D64DD758A3E5C7Z,2026-03-28T02:54:26.503510
noon,Z83B2E56BE014590A270EZ,Skechers Leisure Shoes,,Men's Fashion,2949 EGP,5899 EGP,50%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z83B2E56BE014590A270EZ/45/_/1740653889/930a5988-30b5-4f57-a9c7-85254c11b9d0.jpg,https://f.nooncdn.com/p/pzsku/Z83B2E56BE014590A270EZ/45/_/1740653889/930a5988-30b5-4f57-a9c7-85254c11b9d0.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/skechers-leisure-shoes/p/?o=Z83B2E56BE014590A270EZ,2026-03-28T02:54:26.503516
noon,N48355968V,Men Set Of 6 Ankle Socks Plain Black &White,SAM SOCKS,Men's Fashion,,229 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pnsku/N48355968V/45/_/1766380604/16f6da04-5dc9-4d46-9828-58ead5cd1404.jpg,https://f.nooncdn.com/p/pnsku/N48355968V/45/_/1766380604/16f6da04-5dc9-4d46-9828-58ead5cd1404.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/men-set-of-6-ankle-socks-plain-black-white/p/?o=N48355968V,2026-03-28T02:54:26.503521
noon,ZBC4EAC065CCDC7292DF4Z,Cloudfoam Move Lounger Shoes,Adidas,Men's Fashion,,3799 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZBC4EAC065CCDC7292DF4Z/45/1756622022/7e81f060-6e1c-4aca-be43-5fb1e45fa9e0.jpg,https://f.nooncdn.com/p/pzsku/ZBC4EAC065CCDC7292DF4Z/45/1756622022/7e81f060-6e1c-4aca-be43-5fb1e45fa9e0.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/cloudfoam-move-lounger-shoes/p/?o=ZBC4EAC065CCDC7292DF4Z,2026-03-28T02:54:26.503527
noon,Z490BB9FD0953E7D14806Z,Relaxed Fit T-shirt For Men â Cotton - Half Sleeves Crew Neck Tee,Nileton,Men's Fashion,315 EGP,460 EGP,32%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z490BB9FD0953E7D14806Z/45/_/1718271635/8a4e007e-b3d3-427e-a4b1-e03a776cc354.jpg,https://f.nooncdn.com/p/pzsku/Z490BB9FD0953E7D14806Z/45/_/1718271635/8a4e007e-b3d3-427e-a4b1-e03a776cc354.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/relaxed-fit-t-shirt-for-men-cotton-half-sleeves-crew-neck-tee/p/?o=Z490BB9FD0953E7D14806Z,2026-03-28T02:54:26.503557
noon,Z23BEF3C600A6F3B9BF64Z,White Eagle Men's Classic Shirt - White,,Men's Fashion,,189 EGP,,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/Z23BEF3C600A6F3B9BF64Z/45/1768126539/9f9d2794-dae1-4049-9839-2d356a197f26.jpg,https://f.nooncdn.com/p/pzsku/Z23BEF3C600A6F3B9BF64Z/45/1768126539/9f9d2794-dae1-4049-9839-2d356a197f26.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/white-eagle-men-s-classic-shirt-white/p/?o=Z23BEF3C600A6F3B9BF64Z,2026-03-28T02:54:26.503569
noon,ZA13CC2930A0CB5474C39Z,Black Man Slim Fit Skinny Basic Knit Pullover Casual,DeFacto,Men's Fashion,539 EGP,799 EGP,33%,,,In Stock,Noon,,,,https://f.nooncdn.com/p/pzsku/ZA13CC2930A0CB5474C39Z/45/1758200881/4ecdcd93-07b2-4f69-a4ca-23ffddf6a496.jpg,https://f.nooncdn.com/p/pzsku/ZA13CC2930A0CB5474C39Z/45/1758200881/4ecdcd93-07b2-4f69-a4ca-23ffddf6a496.jpg,,,,,,,,,,,https://www.noon.com/egypt-en/black-man-slim-fit-skinny-basic-knit-pullover-casual/p/?o=ZA13CC2930A0CB5474C39Z,2026-03-28T02:54:26.503575
